name,gender,embedding_movie_1,embedding_movie_2,embedding_movie_3
Paul Sloan,2,"[27.061, 5.565, 2002, 60000000, 165333180]","[68.588, 8.242, 2018, 23000000, 319700000]","[23.445, 5.483, 2019, 0, 0]"
Eva Marcille,1,"[9.89, 5.3, 2007, 11000000, 13196245]","[9.802, 6.054, 2022, 0, 0]","[15.305, 9.515, 0, 0, 0]"
Elise Gatien,1,"[11.011, 5.882, 2007, 10000000, 17500000]","[9.746, 5.402, 2008, 6000000, 0]","[35.833, 6.29, 2012, 22000000, 76196538]"
Gary Olsen,2,"[13.602, 6.415, 1981, 16000000, 17374595]","[15.003, 7.983, 1982, 12000000, 22244207]","[13.371, 7.365, 1989, 2300000, 7724701]"
Rosemary DeCamp,1,"[9.163, 6.237, 1942, 0, 0]","[8.728, 7.052, 1942, 0, 0]","[10.745, 5.731, 1960, 0, 0]"
Alex Hirsch,2,"[34.268, 7.928, 2021, 75000000, 0]","[200.477, 8.537, 0, 0, 0]","[144.072, 8.645, 0, 0, 0]"
Emma D'Arcy,3,"[16.205, 5.224, 2021, 0, 0]","[270.664, 8.434, 0, 0, 0]","[20.195, 7.246, 0, 0, 0]"
Sophia Ali,1,"[31.996, 5.961, 2018, 3500000, 95330493]","[110.743, 6.991, 2022, 120000000, 407141258]","[39.348, 7.827, 0, 0, 0]"
James Kirk,2,"[57.031, 6.22, 2003, 26000000, 90941129]","[1.931, 7.03, 2003, 110000000, 407711549]","[24.031, 6.797, 2006, 20000000, 33889159]"
Daisy McCrackin,1,"[15.474, 5.822, 2001, 62000000, 18720175]","[26.305, 4.625, 2002, 13000000, 37664855]","[9.412, 5.724, 2018, 0, 0]"
Sharon Angela,1,"[18.848, 7.322, 1999, 2000000, 9400000]","[8.971, 6.945, 2009, 6000000, 7875862]","[17.84, 5.355, 2013, 11000000, 3639345]"
Adam Carolla,2,"[10.189, 6.308, 2010, 0, 0]","[79.249, 7.331, 2012, 165000000, 471222889]","[115.153, 8.188, 0, 0, 0]"
Denis Forest,2,"[27.782, 6.477, 1993, 70000000, 255000211]","[76.745, 6.938, 1994, 23000000, 351583407]","[24.314, 6.043, 1996, 100000000, 242295562]"
Lois Smith,1,"[29.135, 7.342, 2002, 102000000, 358372926]","[30.342, 7.111, 2016, 50000000, 62788218]","[32.432, 7.273, 2017, 10000000, 78966486]"
Sean Cullen,2,"[27.138, 6.797, 1997, 15000000, 44862187]","[18.796, 5.552, 2010, 30000000, 55583804]","[25.692, 7.427, 2021, 0, 0]"
Sherri Stoner,1,"[8.356, 5.82, 1986, 0, 2510433]","[7.317, 7.148, 1999, 0, 0]","[131.066, 7.971, 0, 135000000, 163794509]"
Humphrey Bogart,2,"[20.877, 7.725, 1941, 375000, 1772000]","[30.842, 8.167, 1943, 878000, 10462500]","[15.201, 7.964, 1948, 3800000, 4307000]"
Rupert Evans,2,"[38.72, 6.666, 2004, 66000000, 99318987]","[8.589, 5.704, 2014, 0, 0]","[23.736, 5.945, 2016, 10000000, 73929392]"
Ray McKinnon,2,"[53.921, 7.692, 2009, 29000000, 309208309]","[12.406, 7.065, 2013, 10000000, 32613173]","[69.626, 8.011, 2019, 97600000, 225508210]"
Alex Datcher,1,"[19.917, 5.943, 1992, 15000000, 44065653]","[10.336, 6.153, 1993, 0, 0]","[3.977, 5.524, 2000, 0, 0]"
Lillo Brancato,2,"[44.884, 7.85, 1993, 10000000, 17287898]","[22.584, 7.168, 1995, 53000000, 157387195]","[21.909, 7.01, 1998, 90000000, 250649836]"
Gia Mantegna,1,"[35.245, 6.737, 2004, 37000000, 96455697]","[16.437, 6.265, 2013, 27220000, 5496951]","[27.714, 4.905, 2014, 18000000, 1289595]"
Madeleine Arthur,1,"[16.724, 6.991, 2014, 10000000, 28883511]","[44.535, 7.64, 2018, 0, 0]","[17.608, 6.027, 2019, 6000000, 1023510]"
Allison Hossack,1,"[3.49, 6.167, 2012, 4000000, 0]","[11.416, 5.614, 2018, 0, 24039]","[18.121, 6.904, 0, 0, 0]"
Marc Wootton,2,"[11.489, 6.885, 2009, 0, 23820]","[10.028, 6.2, 2009, 0, 0]","[31.606, 6.767, 2011, 10000000, 0]"
Arthur Acuña,2,"[27.125, 6.214, 2012, 130000000, 276572938]","[8.606, 7.676, 2015, 0, 0]","[32.392, 6.523, 0, 0, 0]"
Dawnn Lewis,1,"[67.665, 7.031, 2013, 200000000, 743559607]","[39.011, 7.336, 2021, 0, 0]","[136.804, 7.367, 2022, 85000000, 939628210]"
Alicia Agneson,1,"[5.785, 3.9, 2019, 0, 0]","[21.672, 5.992, 2019, 0, 4700862]","[381.683, 8.086, 0, 0, 0]"
Erica Gimpel,1,"[8.385, 7.202, 1995, 7000000, 8349430]","[32.224, 6.469, 2003, 26000000, 160846332]","[7.249, 5.927, 2009, 9000000, 1709178]"
Valerie Cruz,1,"[20.11, 6.366, 2004, 25000000, 57678321]","[26.465, 6.417, 2014, 14000000, 10076790]","[28.453, 6.899, 0, 0, 0]"
Steven Weber,2,"[13.34, 6.248, 1992, 16000000, 48017402]","[22.878, 7.263, 1995, 3600000, 49800000]","[10.43, 6.475, 2018, 0, 0]"
Joe Silver,2,"[11.387, 6.363, 1975, 179000, 1000000]","[10.718, 6.404, 1977, 530000, 0]","[10.964, 6.599, 1982, 0, 0]"
Francie Swift,1,"[26.817, 7.768, 1992, 31000000, 134095253]","[18.796, 5.552, 2010, 30000000, 55583804]","[10.6, 6.427, 2018, 0, 2830775]"
Bodhi Elfman,2,"[26.383, 6.251, 1998, 60000000, 93107289]","[21.909, 7.01, 1998, 90000000, 250649836]","[25.904, 7.218, 2004, 65000000, 220239925]"
Justin Salinger,2,"[26.88, 6.815, 2015, 55000000, 203427584]","[45.933, 5.482, 2023, 0, 0]","[29.025, 7.1, 0, 0, 0]"
John McGiver,2,"[30.491, 7.675, 1961, 2500000, 9500000]","[15.798, 7.55, 1962, 2200000, 7700000]","[14.643, 7.517, 1969, 3600000, 44785053]"
Tyler Labine,2,"[27.979, 7.365, 2010, 5000000, 5224938]","[68.63, 7.293, 2011, 93000000, 482860185]","[67.665, 7.031, 2013, 200000000, 743559607]"
Nicholas Turturro,2,"[23.69, 6.037, 2007, 85000000, 187134117]","[15.48, 7.292, 2017, 0, 0]","[21.527, 7.519, 2018, 15000000, 93411426]"
Shakira Barrera,1,"[90.719, 4.978, 2015, 20000000, 0]","[6.413, 5.468, 2021, 0, 0]","[47.423, 7.255, 0, 0, 0]"
John Dierkes,2,"[17.731, 7.427, 1953, 3100000, 20000000]","[16.254, 7.769, 1958, 829000, 2247500]","[14.057, 6.161, 1971, 0, 8720000]"
Carly Simon,1,"[8.087, 6.947, 1971, 0, 0]","[11.735, 5.327, 2004, 35000000, 22035509]","[774.502, 7.293, 0, 0, 0]"
Bea Arthur,1,"[13.76, 3.35, 1978, 0, 0]","[106.856, 7.522, 0, 900000, 2250000]","[48.444, 6.536, 0, 0, 0]"
Lisa Ray,1,"[7.145, 6.9, 2005, 0, 10422387]","[11.893, 7.224, 2007, 0, 0]","[37.693, 7.597, 2008, 0, 40945]"
D.L. Hughley,2,"[18.783, 4.459, 1999, 75000000, 134400000]","[66.811, 5.977, 2003, 48000000, 220673217]","[18.515, 5.398, 2004, 16000000, 14822346]"
Emma Tate,1,"[23.819, 5.9, 2009, 70000000, 104945765]","[16.979, 7.004, 2015, 25000000, 106209378]","[40.066, 5.557, 2019, 50000000, 55065289]"
Meadow Williams,1,"[76.745, 6.938, 1994, 23000000, 351583407]","[44.556, 6.776, 2018, 30000000, 80509622]","[183.984, 7.135, 2019, 14000000, 69500000]"
Spencer Tracy,2,"[11.509, 7.718, 1960, 0, 0]","[17.315, 8.036, 1961, 3000000, 10000000]","[18.236, 6.98, 1963, 9400000, 60000000]"
Shirley Jones,1,"[10.322, 7.121, 1962, 0, 8000000]","[15.697, 6.537, 2006, 5000000, 6538177]","[8.739, 6.403, 2013, 0, 0]"
Les Tremayne,2,"[13.728, 6.846, 1953, 2000000, 0]","[23.002, 7.258, 1956, 1900000, 3250000]","[21.604, 7.986, 1959, 4000000, 13275000]"
Andrew Dice Clay,2,"[10.855, 6.048, 1990, 49000000, 20423389]","[14.952, 6.999, 2013, 18000000, 99206215]","[36.084, 7.502, 2018, 36000000, 433888866]"
David Harewood,2,"[36.814, 7.534, 2006, 100000000, 171720398]","[23.082, 5.935, 2016, 35000000, 27979040]","[309.452, 7.33, 0, 0, 0]"
Barbara Pepper,1,"[5.797, 6.953, 1934, 0, 0]","[16.443, 6.979, 1940, 0, 0]","[9.451, 7.2, 1964, 3500000, 0]"
Kirby Howell-Baptiste,1,"[38.317, 7.621, 2017, 22000000, 205035819]","[109.711, 8.049, 2021, 200000000, 233503234]","[94.076, 8.051, 0, 0, 0]"
Austin Basis,2,"[7.321, 6.665, 2008, 0, 0]","[10.011, 6.494, 2008, 14000000, 115592]","[50.559, 7.448, 0, 0, 0]"
Susan Clark,1,"[15.164, 6.315, 1968, 0, 3110000]","[10.179, 6.883, 1970, 0, 0]","[20.95, 6.4, 1981, 4000000, 125728258]"
Nancy Marchand,1,"[36.535, 7.24, 1988, 12000000, 78756177]","[14.742, 6.2, 1995, 58000000, 53672080]","[268.152, 8.615, 0, 120000, 0]"
Laurence Mason,2,"[36.192, 7.506, 1994, 23000000, 50694672]","[27.371, 7.04, 2001, 100000000, 235926552]","[20.59, 7.195, 2011, 40000000, 85412898]"
Will Rothhaar,2,"[20.786, 5.959, 1998, 27000000, 0]","[36.847, 5.738, 2011, 70000000, 211819354]","[15.713, 6.95, 2018, 6000000, 585333]"
Brooke Adams,1,"[15.724, 7.493, 1978, 0, 0]","[23.997, 7.199, 1978, 3500000, 24946533]","[20.967, 7.021, 1983, 10000000, 20766616]"
Douglas McGrath,2,"[18.021, 7.468, 1999, 90000000, 60289912]","[11.271, 6.457, 2016, 30000000, 43763247]","[10.082, 6.203, 2020, 0, 0]"
Rupert Graves,2,"[50.651, 7.897, 2006, 54000000, 132511035]","[21.298, 7.866, 2016, 0, 0]","[128.943, 8.536, 0, 0, 0]"
Meta Golding,1,"[22.096, 6.099, 2009, 80000000, 122444772]","[111.167, 7.42, 2013, 130000000, 865011746]","[103.928, 6.888, 2015, 160000000, 653428261]"
Robert Ryan,2,"[9.863, 7.287, 1955, 1271000, 3788000]","[23.105, 7.587, 1962, 10000000, 50100000]","[15.725, 7.616, 1969, 6244087, 638641]"
Roy Jackson,2,"[14.336, 5.692, 2020, 0, 0]","[160.459, 7.376, 0, 0, 0]","[580.092, 7.617, 0, 0, 0]"
Marshall Allman,2,"[19.518, 6.345, 2005, 52000000, 77944725]","[272.29, 8.093, 0, 27000000, 115505027]","[172.472, 7.616, 0, 100000000, 325338851]"
Tracy Scoggins,1,"[6.007, 5.358, 1992, 0, 0]","[9.061, 6.374, 1998, 0, 0]","[101.993, 6.995, 0, 35000000, 64811540]"
Chukwudi Iwuji,2,"[15.773, 6.714, 2009, 600000, 394717]","[105.031, 7.323, 2017, 40000000, 171539887]","[152.374, 8.318, 0, 0, 0]"
Jenna Berman,1,"[7.462, 4.0, 2017, 0, 0]","[68.965, 6.925, 0, 0, 0]","[529.928, 7.793, 0, 0, 0]"
Rosie Huntington-Whiteley,1,"[15.91, 6.187, 2011, 195000000, 1123794079]","[94.697, 7.584, 2015, 150000000, 378858340]","[35.07, 6.8, 0, 0, 0]"
Ken Tremblett,2,"[39.298, 7.334, 2009, 130000000, 185258983]","[21.311, 7.059, 2017, 0, 0]","[26.692, 7.794, 2018, 2800000, 27365467]"
Boris Karloff,2,"[14.074, 6.813, 1932, 196000, 0]","[27.916, 7.533, 1935, 393750, 2000000]","[30.56, 7.493, 1966, 315000, 0]"
Kate French,1,"[24.607, 6.386, 2006, 23000000, 38505009]","[20.582, 6.1, 2009, 20000000, 18599102]","[1380.802, 8.248, 2023, 100000000, 950659867]"
Beau Billingslea,2,"[23.901, 6.607, 2009, 35000000, 155545279]","[34.185, 7.328, 2013, 190000000, 467365246]","[136.804, 7.368, 2022, 85000000, 939628210]"
Coby Bell,2,"[89.125, 7.884, 0, 4000000, 31584901]","[97.337, 7.677, 0, 0, 0]","[133.359, 7.486, 0, 0, 0]"
Matt Lauria,2,"[14.45, 6.4, 2019, 15000000, 15200000]","[21.353, 6.548, 2019, 30000000, 21360215]","[67.255, 7.9, 0, 0, 0]"
Laz Alonso,2,"[10.101, 6.679, 2009, 85000000, 363164265]","[145.845, 7.575, 2009, 237000000, 2923706026]","[401.217, 8.469, 0, 1000, 0]"
William Gaminara,2,"[2.216, 7.2, 1987, 0, 0]","[188.454, 7.699, 0, 0, 0]","[14.644, 7.111, 0, 0, 0]"
Lara Cox,1,"[22.867, 5.273, 2003, 0, 0]","[10.717, 5.93, 2009, 0, 0]","[59.637, 7.03, 0, 0, 0]"
Erik Athavale,2,"[27.094, 7.356, 2018, 0, 0]","[24.128, 6.721, 2019, 0, 0]","[23.639, 7.328, 2020, 1700000, 5184368]"
Emily Kusche,1,"[6.941, 6.343, 2018, 0, 0]","[16.498, 7.506, 2018, 0, 11859396]","[1083.449, 6.985, 2023, 20000000, 16700000]"
Jonas Armstrong,2,"[8.35, 5.4, 2009, 0, 0]","[48.32, 7.609, 2014, 178000000, 370541256]","[42.76, 6.811, 0, 0, 0]"
Rose Marie,1,"[10.534, 5.802, 1986, 2000000, 7369373]","[14.531, 4.747, 2000, 5000000, 0]","[92.048, 7.354, 0, 0, 0]"
Aymen Hamdouchi,2,"[19.384, 6.5, 2010, 100000000, 94882889]","[13.579, 5.954, 2017, 1500000, 0]","[12.654, 5.576, 2017, 60000000, 0]"
Aitana Sánchez-Gijón,1,"[21.15, 7.251, 1995, 20000000, 50012507]","[8.245, 7.113, 2003, 0, 0]","[22.466, 7.522, 2004, 5000000, 8203235]"
Abigail Winter,1,"[1.641, 4.821, 2016, 0, 0]","[33.26, 7.643, 0, 0, 0]","[111.63, 7.648, 0, 0, 0]"
Tessa Allen,1,"[15.552, 6.658, 2002, 38000000, 51801187]","[505.806, 7.747, 0, 24000000, 99965753]","[75.118, 6.682, 0, 0, 0]"
Ed Ackerman,2,"[48.531, 6.292, 2009, 20000000, 136316880]","[19.217, 5.986, 2010, 0, 3065860]","[29.698, 6.138, 2011, 52000000, 75450437]"
Susan Flannery,1,"[24.546, 7.025, 1974, 14000000, 116000000]","[10.968, 6.2, 1976, 0, 0]","[24.038, 5.59, 0, 0, 0]"
Brianna Baker,1,"[9.34, 4.5, 2020, 0, 0]","[5.981, 5.722, 2023, 0, 0]","[234.384, 8.058, 0, 0, 0]"
Blair Penner,2,"[8.093, 6.3, 2017, 0, 0]","[554.826, 8.502, 0, 0, 0]","[529.928, 7.793, 0, 0, 0]"
Kellie Shanygne Williams,1,"[121.206, 6.698, 0, 0, 0]","[18.249, 6.714, 0, 15000000, 34562222]","[13.346, 6.0, 0, 0, 0]"
Deborah Benson,1,"[6.025, 6.6, 1979, 0, 26079312]","[15.38, 5.9, 1979, 35000000, 94900000]","[9.661, 6.023, 1981, 0, 0]"
Kate Beahan,1,"[42.726, 6.714, 2003, 150000000, 424988211]","[20.747, 6.452, 2005, 55000000, 223387299]","[15.611, 4.279, 2006, 40000000, 38805380]"
Larry Sullivan,2,"[57.09, 7.019, 1998, 33000000, 244721064]","[25.559, 7.28, 2007, 10000000, 91354215]","[25.662, 5.737, 2017, 10500000, 840809]"
Olivia Steele-Falconer,1,"[10.702, 5.764, 2010, 0, 0]","[21.09, 5.959, 2011, 42000000, 89162162]","[554.826, 8.502, 0, 0, 0]"
Antony Alda,2,"[2.559, 5.581, 1986, 0, 0]","[3.812, 5.05, 1988, 0, 0]","[36.271, 6.612, 2004, 100000000, 347512318]"
Leah Gibson,1,"[81.712, 6.212, 2010, 68000000, 698491347]","[68.63, 7.293, 2011, 93000000, 482860185]","[101.991, 7.518, 0, 0, 0]"
Vanessa Grasse,1,"[28.021, 5.6, 2017, 0, 1476843]","[13.51, 5.598, 2018, 0, 0]","[16.526, 6.004, 2021, 0, 0]"
Jaime Ray Newman,1,"[64.881, 7.973, 2002, 52000000, 352114312]","[14.553, 5.677, 2013, 0, 44095996]","[109.015, 8.121, 0, 0, 0]"
Ryan Kiera Armstrong,1,"[89.461, 7.293, 2021, 200000000, 379751131]","[93.131, 7.579, 2021, 200000000, 14400000]","[18.582, 5.657, 2022, 12000000, 15039250]"
Gino Conforti,2,"[22.574, 6.424, 1994, 28000000, 17000000]","[134.323, 7.836, 2001, 115000000, 579707738]","[50.514, 6.701, 2009, 150000000, 485930816]"
Linda Kozlowski,1,"[15.094, 6.391, 1986, 5000000, 328203506]","[16.858, 5.818, 1988, 14000000, 239606210]","[14.499, 5.2, 2001, 21150000, 39438674]"
Mark Rendall,2,"[8.558, 6.688, 2007, 12000000, 5254986]","[40.979, 6.392, 2007, 30000000, 75505973]","[9.982, 5.845, 2019, 0, 0]"
Murathan Muslu,2,"[11.286, 5.612, 2013, 0, 0]","[15.663, 6.2, 2019, 0, 0]","[4.558, 6.518, 2021, 0, 0]"
Tim Kelleher,2,"[49.32, 6.87, 1996, 75000000, 817400891]","[25.073, 7.614, 2008, 55000000, 168167691]","[101.797, 8.365, 2010, 160000000, 825532764]"
Peter MacNeill,2,"[22.056, 7.169, 2005, 32000000, 60740827]","[41.371, 8.292, 2020, 0, 0]","[38.265, 6.995, 2021, 60000000, 39629195]"
Bruce Holman,2,"[22.425, 6.461, 1997, 85000000, 315156409]","[40.062, 7.038, 1997, 105000000, 121214377]","[78.965, 8.44, 1999, 63000000, 100853753]"
Mara Hobel,1,"[12.177, 6.391, 1981, 19032261, 5000000]","[46.898, 5.379, 2008, 60000000, 163403799]","[12.313, 6.272, 2015, 0, 5261595]"
Larry Sellers,2,"[13.607, 5.762, 1987, 0, 34377585]","[13.768, 6.089, 1993, 40000000, 48198019]","[282.486, 7.751, 2023, 200000000, 138034507]"
Christopher Norris,1,"[10.948, 6.7, 1971, 0, 0]","[15.27, 5.643, 1974, 3000000, 47000000]","[3.223, 5.882, 1976, 0, 0]"
Alex Meneses,1,"[19.056, 7.739, 1997, 20000000, 60000000]","[21.107, 4.801, 2000, 83000000, 59468275]","[3.567, 4.764, 2017, 0, 0]"
Sheryl Lee,1,"[19.01, 7.354, 1992, 10000000, 4184990]","[19.029, 6.32, 1998, 20000000, 20308772]","[150.12, 8.3, 0, 0, 0]"
Benz Antoine,2,"[6.737, 7.362, 1998, 0, 0]","[20.755, 6.082, 2003, 40000000, 141591324]","[41.933, 6.251, 2008, 45000000, 76014335]"
August Zirner,2,"[12.683, 4.758, 2005, 80000000, 11665465]","[10.908, 7.383, 2007, 0, 0]","[14.498, 7.3, 2015, 14000000, 3621046]"
Tait Blum,2,"[9.76, 6.9, 2020, 0, 0]","[21.101, 6.729, 2022, 0, 0]","[179.744, 7.964, 0, 0, 0]"
Darrell Hammond,2,"[15.404, 5.467, 2003, 28000000, 58795814]","[66.811, 5.977, 2003, 48000000, 220673217]","[67.792, 4.8, 2013, 20000000, 78378744]"
Joan Staley,1,"[30.491, 7.675, 1961, 2500000, 9500000]","[15.524, 7.431, 1962, 35000000, 103000000]","[7.131, 6.659, 1966, 700000, 0]"
Frankie Ryan Manriquez,2,"[16.966, 5.865, 2005, 30000000, 90754475]","[2.43, 6.633, 2008, 1000000, 0]","[31.387, 6.0, 0, 0, 8478434]"
Mecia Simson,1,"[6.083, 6.667, 2021, 0, 0]","[269.326, 8.121, 0, 0, 0]","[31.168, 6.628, 0, 0, 0]"
Jami Gertz,1,"[22.247, 7.052, 1987, 8500000, 32222567]","[11.889, 6.3, 1987, 8000000, 12396383]","[33.537, 6.47, 1996, 92000000, 494471524]"
John Agar,2,"[9.897, 6.922, 1949, 1600000, 5400000]","[8.387, 5.644, 1955, 0, 1100000]","[10.526, 6.496, 1955, 0, 0]"
Vincent Klyn,2,"[20.822, 5.618, 1989, 500000, 10166459]","[11.086, 5.47, 1991, 89, 1250712]","[33.5, 7.137, 1991, 24000000, 83531958]"
Waleed Zuaiter,2,"[12.329, 5.974, 2009, 24000000, 68729358]","[42.197, 6.184, 2016, 60000000, 205754447]","[93.995, 7.705, 0, 0, 0]"
Joan Blondell,1,"[16.591, 7.248, 1931, 151000, 557000]","[7.499, 7.155, 1933, 433000, 3200000]","[46.687, 7.395, 1978, 6000000, 181813770]"
Ray Charles,2,"[23.516, 7.738, 1980, 27000000, 115229890]","[12.522, 5.4, 1996, 18000000, 27000000]","[6.407, 7.229, 2011, 0, 0]"
Malachi Barton,2,"[23.301, 6.674, 2019, 49000000, 120597108]","[13.199, 6.8, 2021, 0, 0]","[27.577, 6.7, 2022, 0, 0]"
Iva Babić,1,"[1.4, 5.5, 2013, 0, 0]","[0.6, 5.7, 2015, 0, 0]","[30.044, 5.933, 2023, 0, 0]"
Evan C. Kim,2,"[13.844, 6.186, 1977, 600000, 0]","[24.691, 6.272, 1988, 20000000, 37903295]","[38.116, 7.734, 0, 0, 0]"
Sarah Ramos,1,"[9.964, 5.362, 2012, 0, 0]","[29.863, 6.249, 2016, 38000000, 112343513]","[73.661, 7.44, 2022, 78000000, 63363579]"
Kelly AuCoin,2,"[21.508, 6.686, 2007, 70000000, 86658558]","[21.476, 6.997, 2017, 50000000, 179769467]","[225.337, 7.736, 0, 0, 0]"
Miranda Raison,1,"[24.978, 7.349, 2005, 15000000, 85306374]","[18.638, 7.475, 2017, 0, 5026154]","[47.504, 6.707, 2017, 55000000, 352794081]"
Tiny Ron,2,"[36.535, 7.24, 1988, 12000000, 78756177]","[31.007, 6.547, 1994, 15000000, 107217396]","[21.244, 7.823, 0, 0, 0]"
Emilio Rivera,2,"[19.664, 6.466, 2012, 12000000, 82499399]","[41.079, 5.835, 2015, 35000000, 81967450]","[99.355, 6.827, 2018, 116000000, 856085151]"
Franco Lo Presti,2,"[6.071, 5.5, 2018, 0, 0]","[3.958, 6.0, 2019, 0, 0]","[672.22, 7.858, 0, 0, 0]"
Damion Poitier,2,"[28.282, 6.627, 2005, 72000000, 97076152]","[160.584, 7.711, 2012, 220000000, 1518815515]","[98.418, 7.442, 2016, 250000000, 1155046416]"
Rukiya Bernard,1,"[38.801, 6.606, 2012, 30000000, 71041255]","[21.789, 6.302, 2017, 0, 3029287]","[83.876, 7.074, 0, 0, 0]"
Ellen Greene,1,"[21.568, 6.905, 1986, 25000000, 38748395]","[25.973, 6.473, 1994, 30000000, 51132598]","[64.492, 8.315, 1994, 16000000, 45284974]"
Carlos Ponce,2,"[70.345, 6.723, 2011, 90000000, 484635760]","[34.977, 6.828, 2015, 65000000, 235666219]","[34.683, 7.043, 0, 0, 0]"
Chris Hardwick,2,"[19.731, 6.188, 2003, 7000000, 17949758]","[45.409, 6.145, 2003, 200000000, 435000000]","[36.308, 7.224, 2017, 80000000, 311950384]"
Wayne Robson,2,"[23.222, 6.798, 1997, 350000, 8969065]","[69.951, 6.349, 2003, 12600000, 28650575]","[58.977, 6.207, 2008, 150000000, 163712074]"
Jenny Gago,1,"[19.944, 6.832, 1987, 27000000, 25893810]","[34.349, 7.564, 2005, 30000000, 76669806]","[11.267, 4.761, 2012, 17000000, 0]"
Curtis Caravaggio,2,"[46.335, 5.166, 2007, 40000000, 130290885]","[61.661, 6.0, 2009, 50000000, 709827462]","[17.587, 6.283, 2015, 1950000, 0]"
Jim Byrnes,2,"[14.596, 4.824, 2000, 25000000, 15843608]","[134.785, 7.442, 0, 0, 0]","[29.89, 7.4, 0, 0, 0]"
Aaron Dean Eisenberg,2,"[7.748, 5.197, 2011, 0, 0]","[20.699, 6.431, 0, 0, 0]","[186.478, 8.289, 0, 0, 0]"
Linda Porter,1,"[22.762, 5.993, 1988, 15000000, 216614388]","[9.016, 6.1, 2016, 0, 0]","[10.753, 5.637, 2017, 40000000, 34200000]"
Allen Evangelista,2,"[7.319, 6.2, 2005, 12000000, 84967]","[9.628, 5.05, 2009, 0, 0]","[47.148, 6.743, 2015, 12000000, 33213241]"
Jean Louisa Kelly,1,"[19.878, 6.783, 1989, 15000000, 79258538]","[56.197, 7.082, 2015, 130000000, 519311965]","[164.994, 8.25, 2022, 170000000, 1488732821]"
Christopher Fairbank,2,"[59.627, 7.535, 1997, 90000000, 263920180]","[118.842, 6.538, 2011, 379000000, 1045713802]","[43.078, 7.906, 2014, 170000000, 772776600]"
Travis T. Flory,2,"[12.471, 5.679, 2007, 35000000, 69307224]","[27.558, 6.56, 2008, 65000000, 128107642]","[9.3, 7.181, 2015, 20000000, 6485961]"
Nancy Carroll,1,"[8.953, 6.447, 2001, 5500000, 16153953]","[38.992, 6.773, 2023, 45000000, 52000000]","[154.743, 7.453, 0, 0, 0]"
Audrey Dalton,1,"[15.801, 6.6, 1953, 1805000, 4905000]","[4.395, 5.6, 1957, 0, 0]","[3.746, 6.3, 1961, 0, 0]"
Frank Deal,2,"[27.125, 6.214, 2012, 130000000, 276572938]","[24.505, 6.811, 2014, 50000000, 222809600]","[100.581, 6.501, 2014, 200000000, 708962323]"
William Bendix,2,"[11.088, 7.358, 1944, 1590000, 1000000]","[8.399, 6.7, 1946, 0, 2750000]","[7.08, 6.917, 1951, 0, 0]"
Geoff Morrell,2,"[13.143, 6.006, 2003, 0, 6585516]","[18.833, 6.388, 2007, 20000000, 4609644]","[225.669, 7.38, 0, 0, 0]"
Ricardo Chavira,2,"[37.69, 5.4, 2010, 24000000, 83188165]","[22.113, 7.509, 0, 0, 0]","[273.317, 7.933, 0, 80000000, 516642939]"
Jonathan Hyde,2,"[19.859, 7.239, 1995, 65000000, 262821940]","[139.51, 7.899, 1997, 200000000, 2264162353]","[69.075, 6.91, 1999, 80000000, 415885488]"
Dedee Pfeiffer,1,"[24.988, 7.373, 1993, 25000000, 40903593]","[5.29, 3.8, 2008, 0, 0]","[76.951, 7.372, 0, 0, 0]"
India de Beaufort,1,"[11.038, 6.172, 2007, 10000000, 33478921]","[35.31, 7.42, 2022, 35000000, 0]","[68.26, 6.974, 0, 0, 0]"
Robert Tessier,2,"[15.076, 6.1, 1977, 9000000, 100000000]","[10.566, 4.1, 1978, 0, 0]","[18.401, 6.122, 1981, 18000000, 72179579]"
Andrew Knott,2,"[17.067, 7.403, 1993, 0, 0]","[11.124, 6.715, 1994, 0, 0]","[13.296, 5.68, 2017, 0, 9200168]"
Austin Lin,2,"[72.345, 5.925, 2014, 210000000, 1104054072]","[7.707, 5.982, 2020, 0, 0]","[14.088, 6.945, 2023, 0, 0]"
Jared Padalecki,2,"[36.148, 5.9, 2005, 40000000, 68766121]","[41.242, 5.751, 2009, 19000000, 91509154]","[873.812, 8.302, 0, 0, 793604]"
Paula Prentiss,1,"[17.962, 6.7, 1974, 0, 0]","[9.138, 6.618, 1975, 0, 0]","[10.684, 4.5, 2016, 0, 0]"
James Mitchum,2,"[8.6, 6.891, 1971, 850000, 0]","[1.495, 3.864, 1980, 0, 0]","[1.005, 4.4, 1987, 0, 0]"
RonReaco Lee,2,"[27.761, 7.489, 1989, 18000000, 26828365]","[14.469, 5.955, 2005, 35000000, 103121466]","[10.091, 5.499, 2020, 0, 0]"
Robert Keith,2,"[12.335, 6.586, 1953, 0, 0]","[10.545, 6.568, 1955, 5500000, 6874673]","[12.145, 6.9, 1956, 1300000, 4300000]"
Rip Taylor,2,"[110.63, 6.708, 1992, 18000000, 358994850]","[42.41, 6.324, 1993, 38000000, 266614059]","[13.768, 6.089, 1993, 40000000, 48198019]"
Joe Piscopo,2,"[7.416, 5.347, 1986, 13000000, 8475466]","[13.003, 6.1, 1988, 5000000, 3588626]","[207.824, 6.883, 0, 8000000, 127392693]"
Dennis Chan Kwok-San,2,"[29.166, 6.77, 1989, 1500000, 14697005]","[11.086, 5.47, 1991, 89, 1250712]","[5.444, 4.433, 2008, 0, 0]"
