name,oscar_total,gg_total,cc_total,awards_total
Lesley-Anne Down,0.0,0.0,0.0,0.0
Michelle Pierce,0.0,0.0,0.0,0.0
James Badge Dale,0.0,0.0,0.0,0.0
Margarita Levieva,0.0,0.0,0.0,0.0
Ralph Waite,0.0,0.0,0.0,0.0
Irrfan Khan,0.0,0.0,0.0,0.0
Lee Oakes,0.0,0.0,0.0,0.0
Hannah Gordon,0.0,0.0,0.0,0.0
Phil Davis,0.0,0.0,0.0,0.0
Pierre Boulanger,0.0,0.0,0.0,0.0
Zoe Lister-Jones,0.0,0.0,0.0,0.0
Mark Sheppard,0.0,0.0,0.0,0.0
Roy Dotrice,0.0,0.0,0.0,0.0
Alicia Coppola,0.0,0.0,0.0,0.0
Lee Ingleby,0.0,0.0,0.0,0.0
Art Malik,0.0,0.0,0.0,0.0
Laurence Olivier,12.0,8.0,0.0,20.0
David Walliams,0.0,0.0,0.0,0.0
Carla Gallo,0.0,0.0,0.0,0.0
Idina Menzel,0.0,0.0,0.0,0.0
Sal Lopez,0.0,0.0,0.0,0.0
Michael Douglas,3.0,9.0,0.0,12.0
Genie Francis,0.0,0.0,0.0,0.0
Stephen Fry,0.0,2.0,0.0,2.0
Bill Maher,0.0,0.0,0.0,0.0
Lili Taylor,0.0,0.0,0.0,0.0
Jeremiah Birkett,0.0,0.0,0.0,0.0
Jada Pinkett Smith,0.0,0.0,0.0,0.0
Lynda Boyd,0.0,0.0,0.0,0.0
Nia Vardalos,0.0,2.0,0.0,2.0
Mike Henry,0.0,0.0,0.0,0.0
Roma Maffia,0.0,0.0,0.0,0.0
Clyde Kusatsu,0.0,0.0,0.0,0.0
JB Blanc,0.0,0.0,0.0,0.0
Takehito Koyasu,0.0,0.0,0.0,0.0
Anthony Anderson,0.0,0.0,0.0,0.0
Marcia Wallace,0.0,0.0,0.0,0.0
Ever Carradine,0.0,0.0,0.0,0.0
Peter O'Brien,0.0,0.0,0.0,0.0
Christopher Guest,0.0,0.0,0.0,0.0
Rhea Perlman,0.0,0.0,0.0,0.0
Bianca Bree,0.0,0.0,0.0,0.0
Mamoru Miyano,0.0,0.0,0.0,0.0
Tania Gunadi,0.0,0.0,0.0,0.0
Jürgen Prochnow,0.0,0.0,0.0,0.0
Zeljko Ivanek,0.0,0.0,0.0,0.0
Tom Baker,0.0,1.0,0.0,1.0
Sarah Strange,0.0,0.0,0.0,0.0
Mel Blanc,0.0,0.0,0.0,0.0
Drea de Matteo,0.0,0.0,0.0,0.0
Brooke Langton,0.0,0.0,0.0,0.0
Salli Saffioti,0.0,0.0,0.0,0.0
Colton Dunn,0.0,0.0,0.0,0.0
Nicole Muñoz,0.0,0.0,0.0,0.0
Rachelle Lefevre,0.0,0.0,0.0,0.0
Jeremy Howard,0.0,0.0,0.0,0.0
James Best,0.0,0.0,0.0,0.0
Olga Sosnovska,0.0,0.0,0.0,0.0
Robert Loggia,1.0,0.0,0.0,1.0
Helmut Berger,0.0,0.0,0.0,0.0
Jack Shepherd,0.0,0.0,0.0,0.0
Glenn Howerton,0.0,0.0,0.0,0.0
Rose Abdoo,0.0,0.0,0.0,0.0
Patrick Malahide,0.0,0.0,0.0,0.0
Roslyn Ruff,0.0,0.0,0.0,0.0
Matt Frewer,0.0,0.0,0.0,0.0
Cory Hardrict,0.0,0.0,0.0,0.0
Mark Gatiss,0.0,0.0,0.0,0.0
Sela Ward,0.0,0.0,0.0,0.0
Henry Ian Cusick,0.0,0.0,0.0,0.0
Jack McBrayer,0.0,0.0,0.0,0.0
Kyle Gass,0.0,0.0,0.0,0.0
Laura Benanti,0.0,0.0,0.0,0.0
Brad Garrett,0.0,0.0,0.0,0.0
Jarvis Cocker,0.0,0.0,0.0,0.0
Joe Pantoliano,0.0,0.0,0.0,0.0
Jo Champa,0.0,0.0,0.0,0.0
Jun Fukuyama,0.0,0.0,0.0,0.0
Amanda Plummer,0.0,0.0,0.0,0.0
Steve Monroe,0.0,0.0,0.0,0.0
Wade Williams,0.0,0.0,0.0,0.0
Lew Temple,0.0,0.0,0.0,0.0
Paul Haggis,0.0,0.0,0.0,0.0
Marisol Nichols,0.0,0.0,0.0,0.0
Susan Ward,0.0,0.0,0.0,0.0
Kim Basinger,3.0,2.0,0.0,5.0
Susan Chuang,0.0,0.0,0.0,0.0
Barry Van Dyke,0.0,0.0,0.0,0.0
Dave Attell,0.0,0.0,0.0,0.0
Emily Browning,0.0,0.0,0.0,0.0
Lanny Flaherty,0.0,0.0,0.0,0.0
Goran Visnjic,0.0,0.0,0.0,0.0
Arthur Anderson,0.0,0.0,0.0,0.0
DeRay Davis,0.0,0.0,0.0,0.0
Annie Abbott,0.0,0.0,0.0,0.0
Brett Kelly,0.0,0.0,0.0,0.0
CCH Pounder,0.0,0.0,0.0,0.0
G.W. Bailey,0.0,0.0,0.0,0.0
Marguerite Moreau,0.0,0.0,0.0,0.0
Laura Haddock,0.0,0.0,0.0,0.0
John Reardon,0.0,0.0,0.0,0.0
Peter Boyle,0.0,0.0,0.0,0.0
Ng Man-tat,0.0,0.0,0.0,0.0
Christina Chong,0.0,0.0,0.0,0.0
Paul Herman,0.0,0.0,0.0,0.0
Jessica Amlee,0.0,0.0,0.0,0.0
Bernard Hill,0.0,0.0,0.0,0.0
Amy Sloan,0.0,0.0,0.0,0.0
Tracie Thoms,0.0,0.0,0.0,0.0
Erika Toda,0.0,0.0,0.0,0.0
Joan Jett,0.0,0.0,0.0,0.0
Kris Marshall,0.0,0.0,0.0,0.0
Anika Noni Rose,0.0,0.0,0.0,0.0
Lake Bell,0.0,0.0,0.0,0.0
Jeremy London,0.0,0.0,0.0,0.0
Kurtwood Smith,0.0,0.0,0.0,0.0
Robert Prosky,0.0,0.0,0.0,0.0
Peter Sohn,0.0,0.0,0.0,0.0
Todd Phillips,0.0,0.0,0.0,0.0
Keegan Connor Tracy,0.0,0.0,0.0,0.0
Kevin McKidd,0.0,0.0,0.0,0.0
Tony Amendola,0.0,0.0,0.0,0.0
E.G. Marshall,0.0,0.0,0.0,0.0
Aaron Hill,0.0,0.0,0.0,0.0
Timothy Busfield,0.0,0.0,0.0,0.0
Eloise Mumford,0.0,0.0,0.0,0.0
Sasha Jackson,0.0,0.0,0.0,0.0
Annabelle Apsion,0.0,0.0,0.0,0.0
Daniel Auteuil,0.0,0.0,0.0,0.0
Sean Marquette,0.0,0.0,0.0,0.0
Katharine Isabelle,0.0,0.0,0.0,0.0
Rica Matsumoto,0.0,0.0,0.0,0.0
Kay Panabaker,0.0,0.0,0.0,0.0
Andre Braugher,0.0,0.0,0.0,0.0
Alwara Höfels,0.0,0.0,0.0,0.0
Lola Glaudini,0.0,0.0,0.0,0.0
Lily Tomlin,1.0,7.0,0.0,8.0
Yeo Jin-goo,0.0,0.0,0.0,0.0
Kevin McDonald,0.0,0.0,0.0,0.0
David Wenham,0.0,0.0,0.0,0.0
Teresa Palmer,0.0,0.0,0.0,0.0
Elisabeth Harnois,0.0,0.0,0.0,0.0
Barbara Niven,0.0,0.0,0.0,0.0
Dean Winters,0.0,0.0,0.0,0.0
Gary Dourdan,0.0,0.0,0.0,0.0
Tamera Mowry-Housley,0.0,0.0,0.0,0.0
Holliday Grainger,0.0,0.0,0.0,0.0
A.J. Buckley,0.0,0.0,0.0,0.0
Timothy Adams,0.0,0.0,0.0,0.0
Geoff Pierson,0.0,0.0,0.0,0.0
Alberta Watson,0.0,0.0,0.0,0.0
Joel Grey,3.0,2.0,0.0,5.0
Noah Munck,0.0,0.0,0.0,0.0
Graham Greene,1.0,0.0,0.0,1.0
Brooke Dillman,0.0,0.0,0.0,0.0
Paul Feig,0.0,0.0,0.0,0.0
Jason Priestley,0.0,0.0,0.0,0.0
Tomas Arana,0.0,0.0,0.0,0.0
Hera Hilmar,0.0,0.0,0.0,0.0
Bob Balaban,0.0,0.0,0.0,0.0
Rod Taylor,0.0,0.0,0.0,0.0
Tony Rock,0.0,0.0,0.0,0.0
Jennifer Freeman,0.0,0.0,0.0,0.0
Struan Rodger,0.0,0.0,0.0,0.0
Sidharth Malhotra,0.0,0.0,0.0,0.0
George Coe,0.0,0.0,0.0,0.0
Stacy Edwards,0.0,0.0,0.0,0.0
Kara Zediker,0.0,0.0,0.0,0.0
Tim Russ,0.0,0.0,0.0,0.0
Kristin Dattilo,0.0,0.0,0.0,0.0
Aunjanue Ellis-Taylor,0.0,0.0,0.0,0.0
Leslie Hendrix,0.0,0.0,0.0,0.0
Ken Hudson Campbell,0.0,0.0,0.0,0.0
Paula Shaw,0.0,0.0,0.0,0.0
George Hearn,0.0,0.0,0.0,0.0
Paul Reubens,0.0,0.0,0.0,0.0
Katherine Waterston,0.0,0.0,0.0,0.0
Laurent Lafitte,0.0,0.0,0.0,0.0
Gabriel Basso,0.0,0.0,0.0,0.0
Adrian Hough,0.0,0.0,0.0,0.0
Bumper Robinson,0.0,0.0,0.0,0.0
Joe Flanigan,0.0,0.0,0.0,0.0
Erin Cahill,0.0,0.0,0.0,0.0
Tang Yan,0.0,0.0,0.0,0.0
Jim Meskimen,0.0,0.0,0.0,0.0
Aaron Hendry,0.0,0.0,0.0,0.0
Til Schweiger,0.0,0.0,0.0,0.0
Jennifer Darling,0.0,0.0,0.0,0.0
Maxi Iglesias,0.0,0.0,0.0,0.0
Vincent Lacoste,0.0,0.0,0.0,0.0
Brandon Jay McLaren,0.0,0.0,0.0,0.0
Malcolm Goodwin,0.0,0.0,0.0,0.0
David Haydn-Jones,0.0,0.0,0.0,0.0
Marcus Henderson,0.0,0.0,0.0,0.0
Rod Wilson,0.0,0.0,0.0,0.0
Tamala Jones,0.0,0.0,0.0,0.0
Diora Baird,0.0,0.0,0.0,0.0
Ty Burrell,0.0,0.0,0.0,0.0
Roy Thinnes,0.0,0.0,0.0,0.0
Keith Allen,0.0,0.0,0.0,0.0
David Robinson,0.0,0.0,0.0,0.0
Demián Bichir,1.0,0.0,0.0,1.0
M. Night Shyamalan,0.0,0.0,0.0,0.0
Alison Lohman,0.0,0.0,0.0,0.0
Jason Flemyng,0.0,0.0,0.0,0.0
Jacqueline MacInnes Wood,0.0,0.0,0.0,0.0
Jenifer Lewis,0.0,0.0,0.0,0.0
Felisha Terrell,0.0,0.0,0.0,0.0
Stepfanie Kramer,0.0,0.0,0.0,0.0
Harvey Atkin,0.0,0.0,0.0,0.0
Lynne Marie Stewart,0.0,0.0,0.0,0.0
Mark Taylor,0.0,0.0,0.0,0.0
Leos Carax,0.0,0.0,0.0,0.0
Danai Gurira,0.0,0.0,0.0,0.0
Tony Way,0.0,0.0,0.0,0.0
Jeff Dunham,0.0,0.0,0.0,0.0
David Lynch,0.0,0.0,0.0,0.0
Kerr Smith,0.0,0.0,0.0,0.0
Takeshi Aono,0.0,0.0,0.0,0.0
Rani Mukerji,0.0,0.0,0.0,0.0
June Kyoto Lu,0.0,0.0,0.0,0.0
Neil Flynn,0.0,0.0,0.0,0.0
Rachel Hurd-Wood,0.0,0.0,0.0,0.0
Ally Maki,0.0,0.0,0.0,0.0
Tom Savini,0.0,0.0,0.0,0.0
Chelsea Hobbs,0.0,0.0,0.0,0.0
Brent Huff,0.0,0.0,0.0,0.0
Michael Wong,0.0,0.0,0.0,0.0
Steve Bacic,0.0,0.0,0.0,0.0
Brenda Crichlow,0.0,0.0,0.0,0.0
Fat Joe,0.0,0.0,0.0,0.0
Jessica Schwarz,0.0,0.0,0.0,0.0
Conrad Vernon,0.0,0.0,0.0,0.0
Sacha Dhawan,0.0,0.0,0.0,0.0
Michael Kelly,0.0,0.0,0.0,0.0
Imani Hakim,0.0,0.0,0.0,0.0
Marc Singer,0.0,0.0,0.0,0.0
Jeffrey Pierce,0.0,0.0,0.0,0.0
Jay Simpson,0.0,0.0,0.0,0.0
Peggy Lipton,0.0,0.0,0.0,0.0
Dikran Tulaine,0.0,0.0,0.0,0.0
Chris Potter,0.0,0.0,0.0,0.0
Kathryn Greenwood,0.0,0.0,0.0,0.0
Tembi Locke,0.0,0.0,0.0,0.0
Bijou Phillips,0.0,0.0,0.0,0.0
Tina Casciani,0.0,0.0,0.0,0.0
Mike Pniewski,0.0,0.0,0.0,0.0
Dillon Casey,0.0,0.0,0.0,0.0
John Terlesky,0.0,0.0,0.0,0.0
Bill Kelly,0.0,0.0,0.0,0.0
Alexia Fast,0.0,0.0,0.0,0.0
Giannina Facio,0.0,0.0,0.0,0.0
Douglas Hodge,0.0,0.0,0.0,0.0
Mary Elizabeth McGlynn,0.0,0.0,0.0,0.0
Graham Wardle,0.0,0.0,0.0,0.0
Jere Burns,0.0,0.0,0.0,0.0
T.J. Thyne,0.0,0.0,0.0,0.0
Salman Khan,0.0,0.0,0.0,0.0
Ray Barrett,0.0,0.0,0.0,0.0
Paulina Gaitán,0.0,0.0,0.0,0.0
James Gandolfini,0.0,0.0,1.0,1.0
Alan Dale,0.0,0.0,0.0,0.0
Jeffrey DeMunn,0.0,0.0,0.0,0.0
Enrique Arce,0.0,0.0,0.0,0.0
Robert Hardy,0.0,0.0,0.0,0.0
Jane Levy,0.0,0.0,0.0,0.0
Kate Maberly,0.0,0.0,0.0,0.0
Randolph Mantooth,0.0,0.0,0.0,0.0
Rinko Kikuchi,1.0,1.0,1.0,3.0
Justin Welborn,0.0,0.0,0.0,0.0
Johnny Vegas,0.0,0.0,0.0,0.0
Keith Powell,0.0,0.0,0.0,0.0
Colman Domingo,0.0,2.0,2.0,4.0
Amy Hill,0.0,0.0,0.0,0.0
Telma Hopkins,0.0,0.0,0.0,0.0
Natasha Lyonne,0.0,0.0,0.0,0.0
Kimberly Elise,0.0,0.0,0.0,0.0
David Selby,0.0,0.0,0.0,0.0
Michael Stuhlbarg,0.0,2.0,1.0,3.0
George MacKay,0.0,0.0,0.0,0.0
Pierre Niney,0.0,0.0,0.0,0.0
Justin Bartha,0.0,0.0,0.0,0.0
Maribel Verdú,0.0,0.0,0.0,0.0
Jack Noseworthy,0.0,0.0,0.0,0.0
Mo Rocca,0.0,0.0,0.0,0.0
Jefferson Brown,0.0,0.0,0.0,0.0
Simon Rex,0.0,0.0,0.0,0.0
Raza Murad,0.0,0.0,0.0,0.0
Yuriko Ishida,0.0,0.0,0.0,0.0
Stephanie Hodge,0.0,0.0,0.0,0.0
Damon Wayans Jr.,0.0,0.0,0.0,0.0
Addison Timlin,0.0,0.0,0.0,0.0
K. Viswanath,0.0,0.0,0.0,0.0
Helen McCrory,0.0,0.0,0.0,0.0
Nazanin Boniadi,0.0,0.0,0.0,0.0
Tait Fletcher,0.0,0.0,0.0,0.0
Alice Callahan,0.0,0.0,0.0,0.0
Tom Mardirosian,0.0,0.0,0.0,0.0
Kathleen Barr,0.0,0.0,0.0,0.0
Luisa Ranieri,0.0,0.0,0.0,0.0
Matt Servitto,0.0,0.0,0.0,0.0
Mark Addy,0.0,0.0,0.0,0.0
Natasha Leggero,0.0,0.0,0.0,0.0
Brandon Soo Hoo,0.0,0.0,0.0,0.0
Christian Serratos,0.0,0.0,0.0,0.0
Ian Roberts,0.0,0.0,0.0,0.0
Polly Walker,0.0,0.0,0.0,0.0
Brandon T. Jackson,0.0,0.0,0.0,0.0
Katsuyuki Konishi,0.0,0.0,0.0,0.0
Emerald Fennell,0.0,0.0,0.0,0.0
Hart Bochner,0.0,0.0,0.0,0.0
Mason Vale Cotton,0.0,0.0,0.0,0.0
Lindsay Sloane,0.0,0.0,0.0,0.0
Lorenzo Lamas,0.0,0.0,0.0,0.0
Brianna Brown,0.0,0.0,0.0,0.0
Brigitte Nielsen,0.0,0.0,0.0,0.0
William Hill,0.0,0.0,0.0,0.0
Steven Anthony Lawrence,0.0,0.0,0.0,0.0
Luisa d'Oliveira,0.0,0.0,0.0,0.0
Nayanthara,0.0,0.0,0.0,0.0
Melissa Leo,4.0,1.0,3.0,8.0
Howie Dorough,0.0,0.0,0.0,0.0
Emmanuelle Vaugier,0.0,0.0,0.0,0.0
Martin Mull,0.0,0.0,0.0,0.0
Stuart Graham,0.0,0.0,0.0,0.0
Tamsin Greig,0.0,0.0,0.0,0.0
Portia Doubleday,0.0,0.0,0.0,0.0
Lesley Manville,1.0,2.0,0.0,3.0
Ian McElhinney,0.0,0.0,0.0,0.0
Jiro Sato,0.0,0.0,0.0,0.0
Darby Stanchfield,0.0,0.0,0.0,0.0
Andrew Lincoln,0.0,0.0,0.0,0.0
Darcy Rose Byrnes,0.0,0.0,0.0,0.0
Yoon Jin-seo,0.0,0.0,0.0,0.0
Martina Gedeck,0.0,0.0,0.0,0.0
Adam Johnson,0.0,0.0,0.0,0.0
Catherine Corcoran,0.0,0.0,0.0,0.0
Barbra Streisand,4.0,18.0,0.0,22.0
Peta Sergeant,0.0,0.0,0.0,0.0
French Stewart,0.0,0.0,0.0,0.0
France Nuyen,0.0,0.0,0.0,0.0
Ryan Merriman,0.0,0.0,0.0,0.0
Gabriel Iglesias,0.0,0.0,0.0,0.0
Coolio,0.0,0.0,0.0,0.0
Malcolm Stewart,0.0,0.0,0.0,0.0
Kierston Wareing,0.0,0.0,0.0,0.0
Parker Posey,0.0,0.0,0.0,0.0
Tammy Townsend,0.0,0.0,0.0,0.0
Don Knotts,0.0,0.0,0.0,0.0
Ike Barinholtz,0.0,0.0,0.0,0.0
Clark Johnson,0.0,0.0,0.0,0.0
Joe Morton,0.0,0.0,0.0,0.0
Tracey Gold,0.0,0.0,0.0,0.0
Faith Prince,0.0,0.0,0.0,0.0
Anna Sawai,0.0,0.0,0.0,0.0
Victor Cruz,0.0,0.0,0.0,0.0
Sheila Hancock,0.0,0.0,0.0,0.0
Elizabeth Thai,0.0,0.0,0.0,0.0
Jonathan Roumie,0.0,0.0,0.0,0.0
Tom Noonan,0.0,0.0,0.0,0.0
Simon Callow,0.0,0.0,0.0,0.0
Josh Hamilton,0.0,0.0,0.0,0.0
Jude Ciccolella,0.0,0.0,0.0,0.0
Ryotaro Okiayu,0.0,0.0,0.0,0.0
Prakash Raj,0.0,0.0,0.0,0.0
Frances de la Tour,0.0,0.0,0.0,0.0
Thomas Mann,0.0,0.0,0.0,0.0
Julie Cox,0.0,0.0,0.0,0.0
Kristoffer Joner,0.0,0.0,0.0,0.0
Hiroshi Kamiya,0.0,0.0,0.0,0.0
Ophelia Lovibond,0.0,0.0,0.0,0.0
Taryn Manning,0.0,0.0,0.0,0.0
Ian Gomez,0.0,0.0,0.0,0.0
Chris Geere,0.0,0.0,0.0,0.0
Kimberly-Sue Murray,0.0,0.0,0.0,0.0
Jerry Stiller,0.0,0.0,0.0,0.0
Reginald VelJohnson,0.0,0.0,0.0,0.0
James Tupper,0.0,0.0,0.0,0.0
Gordon Liu Chia-hui,0.0,0.0,0.0,0.0
Megan Cavanagh,0.0,0.0,0.0,0.0
Patricia Belcher,0.0,0.0,0.0,0.0
Ricky Martin,0.0,0.0,0.0,0.0
John Cameron Mitchell,0.0,2.0,0.0,2.0
Henry Rollins,0.0,0.0,0.0,0.0
Kate Vernon,0.0,0.0,0.0,0.0
Eddie Griffin,0.0,0.0,0.0,0.0
Maggie Cheung,0.0,0.0,0.0,0.0
Garcelle Beauvais,0.0,0.0,0.0,0.0
Joaquim de Almeida,0.0,0.0,0.0,0.0
Louis Herthum,0.0,0.0,0.0,0.0
John Bradley,0.0,0.0,0.0,0.0
Raymond Thiry,0.0,0.0,0.0,0.0
Christian Oliver,0.0,0.0,0.0,0.0
David Cross,0.0,0.0,0.0,0.0
Andrea Anders,0.0,0.0,0.0,0.0
Matt Lucas,0.0,0.0,0.0,0.0
Bruce Vilanch,0.0,0.0,0.0,0.0
Cree Summer,0.0,0.0,0.0,0.0
Stefanie Scott,0.0,0.0,0.0,0.0
Jim Shield,0.0,0.0,0.0,0.0
Marc Blucas,0.0,0.0,0.0,0.0
David Bowe,0.0,0.0,0.0,0.0
Dax Shepard,0.0,0.0,0.0,0.0
John Mills,3.0,1.0,0.0,4.0
Brian Geraghty,0.0,0.0,0.0,0.0
Rosalyn Landor,0.0,0.0,0.0,0.0
Patrick John Flueger,0.0,0.0,0.0,0.0
Lindsay Crouse,1.0,0.0,0.0,1.0
Jane Badler,0.0,0.0,0.0,0.0
David Ayer,0.0,0.0,0.0,0.0
Megan Suri,0.0,0.0,0.0,0.0
Marielle Jaffe,0.0,0.0,0.0,0.0
Austin Stowell,0.0,0.0,0.0,0.0
Massi Furlan,0.0,0.0,0.0,0.0
Douglas Arthurs,0.0,0.0,0.0,0.0
Cheri Oteri,0.0,0.0,0.0,0.0
Archie Panjabi,0.0,0.0,0.0,0.0
Greta Gerwig,0.0,2.0,1.0,3.0
Caitríona Balfe,0.0,1.0,1.0,2.0
Liza Minnelli,4.0,10.0,0.0,14.0
J. C. MacKenzie,0.0,0.0,0.0,0.0
Aaron Staton,0.0,0.0,0.0,0.0
Kayvan Novak,0.0,0.0,0.0,0.0
L.Q. Jones,0.0,0.0,0.0,0.0
Anneliese van der Pol,0.0,0.0,0.0,0.0
Matthias Schweighöfer,0.0,0.0,0.0,0.0
Denise Gough,0.0,0.0,0.0,0.0
Meredith Monroe,0.0,0.0,0.0,0.0
Mercedes de la Zerda,0.0,0.0,0.0,0.0
John Mese,0.0,0.0,0.0,0.0
Gael García Bernal,0.0,0.0,0.0,0.0
Mark Rylance,3.0,1.0,1.0,5.0
Patrick Fischler,0.0,0.0,0.0,0.0
Steven Brand,0.0,0.0,0.0,0.0
George Costigan,0.0,0.0,0.0,0.0
Doreen Mantle,0.0,0.0,0.0,0.0
Christina Cole,0.0,0.0,0.0,0.0
Tanaya Beatty,0.0,0.0,0.0,0.0
Paige Turco,0.0,0.0,0.0,0.0
Michaela Conlin,0.0,0.0,0.0,0.0
Tom Hollander,0.0,0.0,0.0,0.0
Treat Williams,0.0,2.0,0.0,2.0
Ahney Her,0.0,0.0,0.0,0.0
Jack Thompson,0.0,0.0,0.0,0.0
James Frain,0.0,0.0,0.0,0.0
Dominic Scott Kay,0.0,0.0,0.0,0.0
Kenya Moore,0.0,0.0,0.0,0.0
Bailee Michelle Johnson,0.0,0.0,0.0,0.0
Hal Sparks,0.0,0.0,0.0,0.0
Sam Robards,0.0,0.0,0.0,0.0
Alexandra Castillo,0.0,0.0,0.0,0.0
Kel Mitchell,0.0,0.0,0.0,0.0
Rikiya Koyama,0.0,0.0,0.0,0.0
Izabella Miko,0.0,0.0,0.0,0.0
Faye Dunaway,5.0,12.0,0.0,17.0
Omar Sharif,1.0,3.0,0.0,4.0
Patrick Ferrell,0.0,0.0,0.0,0.0
Michael McDonald,0.0,0.0,0.0,0.0
Karan Soni,0.0,0.0,0.0,0.0
Peter Frechette,0.0,0.0,0.0,0.0
Mary Jo Deschanel,0.0,0.0,0.0,0.0
Will.i.am,0.0,0.0,0.0,0.0
Clay Wilcox,0.0,0.0,0.0,0.0
Michelle Jenner,0.0,0.0,0.0,0.0
Kevin Tighe,0.0,0.0,0.0,0.0
Robin Lord Taylor,0.0,0.0,0.0,0.0
Jon Seda,0.0,0.0,0.0,0.0
Steven Berkoff,0.0,0.0,0.0,0.0
Katy Boyer,0.0,0.0,0.0,0.0
Eddie Izzard,0.0,0.0,0.0,0.0
Stephen Tobolowsky,0.0,0.0,0.0,0.0
Bo Burnham,0.0,0.0,0.0,0.0
Matt Passmore,0.0,0.0,0.0,0.0
Alex Frost,0.0,0.0,0.0,0.0
Joey Lauren Adams,0.0,2.0,0.0,2.0
Rick Fox,0.0,0.0,0.0,0.0
Lou Taylor Pucci,0.0,0.0,0.0,0.0
Derek Jacobi,0.0,0.0,0.0,0.0
Génesis Rodríguez,0.0,0.0,0.0,0.0
Jay Johnston,0.0,0.0,0.0,0.0
Alex McArthur,0.0,0.0,0.0,0.0
Tracey Walter,0.0,0.0,0.0,0.0
Chris Mulkey,0.0,0.0,0.0,0.0
Ryan Grantham,0.0,0.0,0.0,0.0
Luis Antonio Ramos,0.0,0.0,0.0,0.0
Madeline Zima,0.0,0.0,0.0,0.0
Bebe Drake,0.0,0.0,0.0,0.0
Connor Paolo,0.0,0.0,0.0,0.0
Monica Dolan,0.0,0.0,0.0,0.0
Rudy Youngblood,0.0,0.0,0.0,0.0
Holly Valance,0.0,0.0,0.0,0.0
Elpidia Carrillo,0.0,0.0,0.0,0.0
Rumer Willis,0.0,0.0,0.0,0.0
Clotilde Hesme,0.0,0.0,0.0,0.0
Bruce Dawson,0.0,0.0,0.0,0.0
Hannah Walters,0.0,0.0,0.0,0.0
Ulrich Thomsen,0.0,0.0,0.0,0.0
Mia Farrow,0.0,10.0,0.0,10.0
Vincent Guastaferro,0.0,0.0,0.0,0.0
Manu Intiraymi,0.0,0.0,0.0,0.0
Michael Emerson,0.0,0.0,0.0,0.0
J.P. Manoux,0.0,0.0,0.0,0.0
Sarah Carter,0.0,0.0,0.0,0.0
Gina Holden,0.0,0.0,0.0,0.0
Amy Poehler,0.0,0.0,0.0,0.0
Curtis Armstrong,0.0,0.0,0.0,0.0
Larry Drake,0.0,0.0,0.0,0.0
James Stewart,7.0,4.0,0.0,11.0
Bill Buell,0.0,0.0,0.0,0.0
Tamzin Merchant,0.0,0.0,0.0,0.0
Yuji Ueda,0.0,0.0,0.0,0.0
Melinda Dillon,2.0,0.0,0.0,2.0
Michael Kenneth Williams,0.0,0.0,0.0,0.0
Halston Sage,0.0,0.0,0.0,0.0
Alexis Denisof,0.0,0.0,0.0,0.0
Gerald McRaney,0.0,0.0,0.0,0.0
Erin Chambers,0.0,0.0,0.0,0.0
Bradley Whitford,0.0,0.0,0.0,0.0
Beau Starr,0.0,0.0,0.0,0.0
Mike Erwin,0.0,0.0,0.0,0.0
John Cullum,0.0,0.0,0.0,0.0
Stockard Channing,1.0,2.0,0.0,3.0
Pauly Shore,0.0,0.0,0.0,0.0
Charlie Weber,0.0,0.0,0.0,0.0
Keshia Knight Pulliam,0.0,0.0,0.0,0.0
Noa Tishby,0.0,0.0,0.0,0.0
Marilyn Norry,0.0,0.0,0.0,0.0
Liliana Mumy,0.0,0.0,0.0,0.0
Monet Mazur,0.0,0.0,0.0,0.0
Kandyse McClure,0.0,0.0,0.0,0.0
Tamara Taylor,0.0,0.0,0.0,0.0
Emily Tennant,0.0,0.0,0.0,0.0
Richard Johnson,0.0,0.0,0.0,0.0
Tom Wopat,0.0,0.0,0.0,0.0
Sho Kosugi,0.0,0.0,0.0,0.0
Ben Cotton,0.0,0.0,0.0,0.0
A.C. Peterson,0.0,0.0,0.0,0.0
Jess McLeod,0.0,0.0,0.0,0.0
Philip Wiegratz,0.0,0.0,0.0,0.0
Michael McElhatton,0.0,0.0,0.0,0.0
Gil Birmingham,0.0,0.0,0.0,0.0
Moya Brady,0.0,0.0,0.0,0.0
Kerry Condon,1.0,1.0,1.0,3.0
Jesse James,0.0,0.0,0.0,0.0
Jason Earles,0.0,0.0,0.0,0.0
James Marsters,0.0,0.0,0.0,0.0
Kazue Fukiishi,0.0,0.0,0.0,0.0
Kevin Kline,3.0,8.0,0.0,11.0
Patrick Kilpatrick,0.0,0.0,0.0,0.0
Ranbir Kapoor,0.0,0.0,0.0,0.0
B. J. Harrison,0.0,0.0,0.0,0.0
Chris Wylde,0.0,0.0,0.0,0.0
Shelley Conn,0.0,0.0,0.0,0.0
Matt Shively,0.0,0.0,0.0,0.0
Christie Laing,0.0,0.0,0.0,0.0
Kevin Connolly,0.0,0.0,0.0,0.0
Stephanie Cole,0.0,0.0,0.0,0.0
Kimberly J. Brown,0.0,0.0,0.0,0.0
Carole Bouquet,0.0,0.0,0.0,0.0
Kumail Nanjiani,0.0,0.0,0.0,0.0
Brittany Allen,0.0,0.0,0.0,0.0
Alexandra Kyle,0.0,0.0,0.0,0.0
Laura Vandervoort,0.0,0.0,0.0,0.0
Griffin Gluck,0.0,0.0,0.0,0.0
David Alan Grier,0.0,0.0,0.0,0.0
